"Provincia";"Estadillo";"Cla";"Subclase";"CoorX";"Coory";"Tipo";"Vuelo1";"Pasada1";"Foto1";"Vuelo2";"Pasada2";"Foto2";"Ano";"INE";"Nivel1";"Nivel2";"Nivel3";"FccTot";"FccArb";"DisEsp";"ComEsp";"Rocosid";"Textura";"MatOrg";"PhSuelo";"FechaPh";"HoraPh";"TipSuelo1";"TipSuelo2";"TipSuelo3";"MErosiva";"ModComb";"EspCMue";"PresReg";"EfecReg";"CortaReg";"MejVue1";"MejVue2";"MejSue1";"MejSue2";"Orienta1";"Orienta2";"MaxPend1";"MaxPend2";"Localiza";"Acceso";"Levanta";"Obser";"Equipo";"JefeEq";"FechaIni";"HoraIni";"FechaFin";"HoraFin";"Tiempo";"Resid";"RumboF1";"RumboF2";"DistFoto";"CarFoto1";"NumFoto1";"ConFoto1";"CarFoto2";"NumFoto2";"ConFoto2";"Estado";"Tecnico"
"18";"0780";"A";"1";406993.00;4129021.00;"0";"1984";"j";"0006";"2002";;"1-2 ";"2007";"102";"1";"1";"1";80;35;"1";"2";"2";"3";"2";"4";;;"1";"1";"1";"1";"5";"1";;;"0";"0";;"0";;240;;9.25;;"1";"2";"2";"PARCELA LOCALIZADA POR FOTOS AEREAS Y REFERENCIAS DEL IFN2.
PARCELA PINCHADA EN UNA MASA HETEROGENEA COMPUESTA PRINCIPALMENTE DE 045 Y 024.
AUNQUE LA MASA DE 045 LA ENCONTRAMOS DESDE ESTADO 2 AL 4, SE UBSERVA TANTO EN PARCELA COMO EN TESELA UN PREDOMINIO DEL ESTADO LATIZAL.
EL ESTADO PREDOMINANTE DE LA MASA DE 024 ES EL FUSTAL, AUNQUE NOS ENCONTRAMOS GRAN CANTIDAD DE REGENERACION EN LA ZONA EN DIFERENTES ESTADOS DE CRECIMIENTO.
[CLAESP. RESTO DE ESPECIES=0%, NO CONSIDERO QUE EN LA PARCELA LA PRESENCIA DE 215 SEA TAL COMO PARA DARLE OCUPACION.].
LA FCCT. ES ELEVADA POR LA ESPESURA DE LA MASA Y LA CANTIDAD DE MATORRAL DE LA ZONA.
FCCA. COMPROBADA.
[PIES MAYORES].
PIE 024 A 104G Y 14.5M NO ENTRA POR DIAMETROS 213-181.
[PIESMAY 004-045].RUMBO Y DIAMETROS COMPROBADOS.
PIE 045 A 159G Y 13.6M NO ENTRA POR DIAMETROS 225-208. DIAMETROS COMPROBADOS.
[PIESMAY 005-045].DIAMETROS COMPROBADOS.
PIE 045 A 221G NO ENTRA POR DIAMETROS.
PIE 045 A 307G Y 204-175 NO ENTRA POR DISTANCIA LATERAL. FRONTAL DE 10.4M.
PIE 045 A 344G SE TRIFURCA POR DEBAJO DE 1.30M POR LO QUE SE CONTABILIZAN COMO 3 PIES QUE NO DAN DIAMETROS PARA PARCELA.
[PIESMAY 008-045]. MEDIDO A 1.20M PARA LIBRAR RAMIFICACION DEL FUSTE.DIAMETROS COMPROBADOS.
ALTURAS, FORMAS Y CALIDADES DE LOS PIES COMPROBADAS.
[MATORRAL].
HAY RUBIA PEREGRINA.
[LOCALIZACI”N ACCESO LEVANTAMIENTO].
PRECISION DEL GPS. 4.5M.";"98";" 99";28/6/2007 00:00:00;30/12/1899 11:17:54;28/6/2007 00:00:00;30/12/1899 12:55:49;;"102";"260";"390";"10";"1";75;75;"1";76;76;"T";" 9"
"18";"0784";"A";"3C";405005.00;4128021.00;"0";"1984";"j";"0006";"2002";;"1-2 ";"2007";"102";"1";"1";"1";85;35;"1";"1";;;;;;;;;;;;;;;;;;;;355;120;8.50;17.00;"2";"3";"3";"PARCELA LOCALIZADA POR FOTOS AEREAS Y REFERENCIAS DEL IFN2.
PARCELA CLASIFICADA COMO A3, POR ESTAR PINCHAZO DEL IFN2. Y CRUCE DE COORDENADAS EN DIFERENTES TESELAS.
PARCELA PINCHADA EN UNA ANTIGUA REPOBLACION DE 024 QUE ESTA TOTALMENTE NATURALIZADA, CON PRESENCIA DE OTRAS ESPECIES ARBOREAS COMO EL 045, GRAN CANTIDAD DE MATORRAL Y ABUNDANTE REGENERACION DE 024 EN DIFERENTES ESTADOS.
PRINCIPALMENTE TENEMOS UNA MASA HOMOGENEA DE 024 CON PRESENCIA DE 045.
LA MASA DE 024 NOS LA ENCONTRAMOS DESDE ESTADO 2 AL 4 CON PREDOMINANCIA DE ESTE ULTIMO.
AUNQUE EN LA MASA ENCONTREMOS PIES LATIZALES DE 045 CONSIDERO QUE EL ESTADO PREDOMINANTE ES EL MONTE BRAVO.
[CLAESP. RESTO DE ESPECIES=0%].
LA FCCT. ES ELEVADA POR LA CANTIDAD DE MATORRAL DE LA ZONA.
AUNQUE EN EL RESTO DE LA TESELA LA FCC. ES MAS ELEVADA, LA PARCELA ESTA PINCHADA JUNTO A UNA FUERTAE PENDIENTE EN UNA ZONA MENOS FRONDOSA, POR LO QUE LA FCC. ES BAJA.
FCCA. COMPROBADA.
[PIES MAYORES]
[PIESMAY 002-045]. ENTRA POR CORRECCION DE PENDIENTE. MEDIDO A 1.20M. PARA LIBRAR BIFURCAION.
PIE 045 A 105G NO ENTRA POR DIAMETROS.
PIE 045 A 108G Y UNA DISTANCIA FRONTAL DE 13.0M Y LATERAL DE 13.10M. CON UNA LECTURA DEL HIPSOMETRO DEL 16.00 NO ENTRA POR DISTANCIA LATERAL.
DISTANCIA COMPROBADA.
PIES 024 A 125G Y 127G NO ENTRAN POR DIAMETROS.
PIE 024 A 238G NO ENTRA POR DISTANCIA LATERAL.
PIE 024 A 300G Y 10.3M NO ENTRA POR DIAMETROS 223-212. DISTANCIA Y DIAMETROS COMPROBADOS.
PIE 024 A 350G Y 20.3M. NO ENTRA POR DIAMETROS 420-421. DIAMETROS COMPROBADOS.
PIE 024 A 359G CON UNA DISTANCIA FRONTAL DE 27.10M Y LATERAL DE 27.44M Y UNA LECTURA DEL HIPSOMETRO DE 8.75 CON UNOS DIAMETROS 520-555 NO ENTRA POR DISTANCIA LATERAL.
DISTANCIA MUY JUSTA.
DISTANCIA COMPROBADA.
[PIESMAY 005-024].MEDIDO A 1.15M. POR BIFURCACION A 1.30M.ENTRA POR CORRECCION DE PENDIENTE.
ALTURA, FORMA Y CALIDADES DE LOS PIES COMPROBADAS.
[ESPECIES PRESENTES].
EN LOS ALRREDEDORES HAY 066.
[FISIOGRAFÕA].
CAMBIO DE PENDIENTE A 120G.";"98";" 99";14/6/2007 00:00:00;30/12/1899 12:03:42;14/6/2007 00:00:00;30/12/1899 14:08:22;;"102";;;;;;;;;;"T";" 9"
"18";"0784";"A";"3E";405000.00;4128000.00;"0";"2002";;"3-2 ";"1984";"m";"0009";"2007";;"1";"1";"1";100;45;"1";"2";"3";"1";"2";"4";;;"1";"1";"1";"6";"4";"0";;;"0";"0";;"0";;10;;18.50;;"1";"3";"3";"[CLAESP. RESTO DE ESPECIES=20%]
PARCELA PINCHADA EN EL CRUCE DE COORDENADAS CON ORTOFOTOS Y CONFIRMADO CON GPS.
DESPLAZADA A 250G -23,4 M PARA EMPLAZARLA TOTALMENTE DENTRO DE SU TESELA.
CRUCE Y PARCELA IFN2. ESTAN PINCHADAS EN TESELAS DIFERENTES. LA DIFERENCIA PRINCIPAL ENTRE AMBAS ES LA FCC, LAS OCUPACIONES Y EL ESTADO DE EDADA DE LOS PIES. PERO EL PINCHAZO DEL IFN2 EST¡ AL BORDE DE SU TESELA EN UNA ZONA CON FCC SUPERIOR A LA DEL RESTO DE SU TESELA DONDE SE OBSERVA UNA RAN CANTIDAD DE REGENRACI”N DE 024. MIENTRAS QUE LA PARCELA DEL IFN3 ESTA PINCHADA EN UNA ZONA DE SU TESELA EN LA QUE LA FCC ES MENOR A LA NORMAL EN DICHA TESELA, ADEMAS DE ESTAR EN UNA ZONA DONDE SE HA PRODUCIDO UN DESLIZAMIENTO DEL TERRENO, POR LO QUE LA OCUPACIONES Y LA FCC NO SE DIFERENCIAN MUCHO ENTRE CRUCE Y PINCHAZO DEL IFN2.
TRAS CONSULTAR A LA OFICINA Y PUESTO QUE ESTAN EN TESELAS DIFERENTES SE DECIDE CLASIFICARLA COMO A3.
PARCELA PINCHADA EN UN DESPRENDIMIENTO DE TIERRA, EN UNA MASA HETEREOGENEA COMPUESTA FUNDAMENTALMENTE POR 024 Y 045.
SE OBSERVA ELGO DE REGENERACI”N DE 024 EN LOS 25M.
FCCT COMPROBADA
FCCA COMPROBADA
PIE 024 A 26G Y 69G NO POR DISTANCIA LATERAL
PIE 045 A 160G NO ENTRA POR DIAMETROS
PIE 4 -024 ENTRA POR PENDIENTE
ALTURAS, FORMAS Y CALIDADES DE LOS PIES COMPROBADAS.
FUERA DE LOS 10M HAY RUBIA PEREGRINA, 4122, 0119 Y 0130 ENTRE OTRAS.
PRECISION GPS 5,9M";"98";" 99";14/6/2007 00:00:00;30/12/1899 16:09:24;14/6/2007 00:00:00;30/12/1899 16:09:44;;"102";"330";"29";"10";;77;;;78;;"P";
"18";"0787";"A";"4";0.00;0.00;"1";;;;;;;"2007";;"0";"0";"0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"PARCELA INACCESIBLE. FINCA EL PREGONERO. (ILLORA); NOS PIDE LA PRESENCIA DE UN NOTARIO PARA ACCEDER A LA FINCA SI NO NO NOS DEJA ENTRAR";"98";" 99";;;;;;;;;;;;;;;;"T";
"18";"0790";"A";"3C";418983.00;4127977.00;"0";"1984";"j";"0011";"2002";;"2-2 ";"2007";"102";"1";"1";"1";75;35;"1";"2";;;;;;;;;;;;;;;;;;;;70;;8.25;;"1";"2";"1";"PARCELA LOCALIZADA POR FOTOS AEREAS Y REFERENCIAS DEL IFN2.
NO SE LOCALIZA REJON PERO SI CENTRO DE PARCELA CON RUMBOS Y DISTANCIAS A PIES TIPO.
PARCELA CLASIFICADA COMO A3, POR ESTAR AL BORDE DE TESELA, CON LO MAS DEL 50% DE LA MISMA TOCA CON TESELA CONTIGUA, LO QUE MODIFICA LAS FCC. Y OCUPACIONES.
PARCELA PINCHADA EN UNA MAS HETEROGENA COMPUESTA PRINCIPALMENTE POR 024 Y 045.
ESTAMOS EN UNA ANTIGUA REPOBLACION DE 024.
CONSIDERO QUE LA MASA ESTA NATURALIZADA.
LA MAS DE 024 LA ENCONTRAMOS DESDE ESTADO 2 AL 4 CON PREDOMINANCIA DE ESTE ULTIMO.
[CLAESP. RESTO DE ESPECIES=10%].
FCCT. COMPROBADA.
PARCELA ENTRE DOS TESELAS, EN UN CLARO DE LA TESELA, POR LO QUE LA FCC. DIFIERE DE LA PROPUESTA POR LA MISMA.
FCCA. COMPROBADA.
[PIES MAYORES]
[PIESMAY 003-024]. ALGO TORTUOSO. FORMA COMPROBADA.PIE ENTRA POR CORRECCION DE PENDIENTE.
PIE 024 A 92G NO ENTRA POR DIAMETROS 210-211.
PIE 024 A 239G NO ENTRA POR DISTANCIA LATERAL.
FORMAS, ALTURAS Y CALIDADES DE LOS PIES COMPROBADAS.
[ESPECIES PRESENTES].
EN LOS ALRREDEDORES HAY 026 Y PRUNUS DULCIS.
REGENERACION:
HAY UN PIE MENOR DE 045 Y UNA ABUNDANCIA MEDIA DE LA CATEGORIA 1 Y 2.
DE 004 CATEGORIA 2 Y 1 ABUNDANCIA BAJA.
DE 024 CATEGORIA 1 ABUNDANCIA BAJA.
MATORRAL:
PRESENCIA MUY ESCASA DE MATORRAL, TENEMOS 0129,1103,1109 Y RUBIA PEREGRINA.
FUERA DE LOS 10M HAY 0110. 
[LOCALIZACI”N ACCESO LEVANTAMIENTO].
PRECISION DEL GPS. 4.4M.";"98";" 99";12/7/2007 00:00:00;30/12/1899 10:22:19;12/7/2007 00:00:00;30/12/1899 11:09:55;;"102";;;;;;;;;;"T";" 9"
"18";"0790";"A";"3E";419005.00;4128008.00;"0";"2002";;"2-2 ";"1984";"j";"0011";"2007";"102";"1";"1";"1";70;45;"1";"2";"4";"2";"2";"4";;;"1";"1";"1";"2";"4";"0";;;"0";"0";;"0";;118;;11.50;;"2";"2";"2";"PARCELA PINCHADA EN EL CRUCE DE COORDENADAS CON ORTOFOTO Y CONFIRMADO CON GPS.
PARCELA CLASIFCADA COMO A3. POR ESTAR PINCHAZO DEL IFN2 AL BORDE DE TESELA, CON LO QUE CAMBIAN LAS OCUPACIONES Y FCC.
AUNQUE LAS DIFERENCIAS ENTRE AMBAS TESELAS NO ES MUY GRANDE, TRAS CONSULTAR A OFICINA, SE DECIDE DESDOBLARLA Y CLASIFICARLA COMO A3.
PARCELA DESPLAZADA DESDE CRUCE DE COORDENADAS A 50G 10.8M PARA EMPLAZARLA TOTALMENTE DENTRO DE SU TESELA.
PARCELA PINCHADA EN UNA MAS HETEROGENEA FORMADA PRONCIPALMENTE POR 024.
PARCELA EN UNA ANTIGUA REPOBLACION LA CUAL CONSIDERO QUE ESTA TOTALMENTE NATURALIZADA, CON LA PRESENCIA DE ABUNDANTE REGENERACION DE 024 Y LA PRESENCIA DE OTRAS ESPECIES ARBOREA.
AUNQUE EN LA PARCELA Y ALRREDEDORES LA MAS DE 024 LA ENCONTRAMOS DESDE EL ESTADO 2 AL 4, CONSIDERO QUE HAY UNA PREDOMINANCIA FRENTE AL RESTO DE ESTE ULTIMO.
LA MASA DE 045 LA ENCONTRAMOS A CABALLO ENTRE EL ESTADO 2 Y 3.
[CLAESP. RESTO DE ESPECIES=10%, CON PREDOMINANCIA DEL 004.].
NO CONSIDERO QUE HAYA UN SUBPISO CLARO EN LA PARCELA.
PRACELA PINCHADA EN UNA ZONA MUY ROCOSA.
FCCT. COMPROBADA.
PARCELA JUNTO A UN CLARO DE TESELA.
FCCA. COMPROBADA.
[PIES MAYORES].
PIE 024 A 96G NO ENTRA POR DISTANCIA LATERAL.
[PIESMAY 007-045].MEDIDO A 1.10M. PARA LIBRAR RAMIFICACION DEL FUSTE.
ALTURAS, FORMAS Y CALIDADES DE LOS PIES COMPROBADAS.
[REGENERACI”N].
FUERA DE LOS 5M. HAY REGENERACION DE 024 Y 045.
[RIESGOS].
AUNQUE HAY GRAN CANTIDAD DE ROCA Y DE ACICULAS DE PINO, CONSIDERO QUE DE PRODUCIRSE UN FUEGO, ESTE SE PROPAGARIA POR AL MATORRAL EXISTENTE.
[SELVICULTURA].
SE OBSERVAN RESTOS DE PODAS ANTIGUAS.
[LOCALIZACI”N ACCESO LEVANTAMIENTO].
PRECISION DEL GPS. 4.8M.";"98";" 99";12/7/2007 00:00:00;30/12/1899 11:40:16;12/7/2007 00:00:00;30/12/1899 13:41:29;;"102";"234";"160";"10";"1";109;109;"1";110;110;"T";" 9"
"18";"0792";"A";"3C";408988.00;4127035.00;"0";"1984";"k";"0007";"2002";;"1-4 ";"2007";"102";"1";"1";"1";70;25;"1";"2";;;;;;;;;;;;;;;;;;;;70;310;5.00;13.25;"1";"2";"3";"PARCELA LOCALIZADA POR FOTOS AEREAS Y REFERENCIAS DEL IFN2.
PARCELA CLASIFICADA COMO A3. POR ESTAR PINCHADA AL BORDE DE SU TESELA, CON LO QUE MAS DEL 50% DE LA MISMA TOCA CON LA TESLA CONTIGUA, CON LO QUE LAS OCUPACIONES DIFIEREN DE LAS PROPUESETAS POR LA TESELA.
PARCELA PINCHADA EN UNA MASA HETEROGENEA FORMADA PRINCIPALMENTE POR 045 Y 024.
LA MASA DE 024, NOS LA ENCONTRAMOS MUY IRREGULAR, OBSERVANDOSE ESTADOS DEL 2 AL 4, CON UN PREDOMINIO DE ESTE ULTIMO.
[CLAESP. RESTO DE ESPECIES=20%, CON PREDOMINANCIA DEL 066].
LA TESELA CONTIGUA ES UN OLIVAR, POR LO QUE EL CODIGO 066 CORRESPONDE A LOS OLIVOS PLANTADOS. 
FCCT. COMPROBADA.
FCCA. COMPROBADA.
[PIES MAYORES].
[PIESMAY 002-045]. MEDIDO A 1.20M. PARA LIBRAR BIFURCACION DEL FUSTE.
[PIESMAY 004-045].DIAMETROS COMPROBADOS.PIE TUMBADO MAS DE 50G.SE RESPETA FORMA DEL IFN2.
[PIESMAY 005-045].DIAMETROS COMPROBADOS.
[PIESMAY 006-045]. SE RESPATA CRITERIOS DEL IFN2.FORMA COMPROBADA.DIAMETROS COMPROBADOS.
[PIESMAY 007-045].MUY TORTUOSO, FORMA COMPROBADA.
[PIESMAY 009-045].FORMA COMPROBADA.
[PIESMAY 010 Y 011-045]. ENTRAN POR CORRECCION DE PENDIENTE.
PIE 024 A 320G NO ENTRA POR DISTANCIA LATERAL. DISTANCIA COMPROBADA.
[PIESMAY 012-024]. ENTRA POR CORRECCION DE PENDIENTE.
[PIESMAY 014-045]. ALGO TORTUOSO,SE SIGEN CRITERIOS DEL IFN2. FORMA COMPROBADA.
[PIESMAY 015-045].MUY TORTUOSO, FORMA COMPROBADA.
CONSIDERO QUE TODAS LAS ENCINAS MEDIDAS EN EL IFN2. SON DE CEPA Y BIFURCADAS POR DEBAJO DE 1.30M.
ALTURA, FORMAS, CALIDADES, DISTANCIAS Y DIAMETROS DE TODOS LOS PIES COMPROBADAS.
[FISIOGRAFÕA].
PARCELA PINCHADA EN EL CAUCE DE UN PEQUE—O RIACHUELO, DONDE CONFLUYEN DOS VAGUADAS.
TIRO DOS PENDIENTES, UNA A CADA LADO DEL RIACHUELO
SE OBSERVA REGENERACION DE 045 DEL ESTADO 1.
FUERA DE LOS 5M. SE OBSERVA REGENERACION DE 024 Y 215.
MATORRAL:
LAS ESPECIES PREDOMINANTES SON 0121 Y 0119.
TAMBIEN SE OBSERVA 1103, 0171 Y JUNCOS.";"98";" 99";4/6/2007 00:00:00;30/12/1899 12:08:49;4/6/2007 00:00:00;30/12/1899 14:17:35;;"102";;;;;;;;;;"T";" 9"
"18";"0792";"A";"3E";409000.00;4127000.00;"0";"2002";;"1-4 ";"1984";"k";"0007";"2007";;"1";"1";"1";100;70;"1";"3";"3";"3";"2";"4";;;"1";"1";"1";"1";"5";"2";;;"0";"0";;"0";;90;305;5.25;9.75;"1";"2";"3";"PARCELA PINCHADA EN EL CRUCE DE COORDENADAS CON FOTOS AEREAS Y CONFIRMADO CON GPS.
PARCELA CLASIFICADA COMO A3. POR ESTAR PINCHAZO DEL IFN2. TOCANDO EN APROX. 50% CON OTRA TESELA.
PARCELA DESPLAZADA DEL CRUCE DE COORDENADAS A 11M. Y 260G. PARA EMPLAZARLA TOTALMENTE DENTRO DE SU TESELA.
PARCELA PINCHADA EN UNA MASA HETEROGENEA COMPUESTA PRINCIPALMENETE POR 024 Y 045.
PARCELA PINCHADA AL BORDE DE UNA ANTIGUA REPOBLACION DE 024.
LA MASA NOS LA ENCONTRAMOS TOTALMENTE NATURALIZADA.
LA MASA DE 024 LA ENCONTRAMOS IRREGULAR DESDE ESTADO 2 AL 4, CON UNA PREDOMINANCIA DE ESTE ULTIMO.
AUNQUE EN LA PARCELA ENCONTREMOS 045 EN ESTADO FUSTAL, TANTO EN LA PARCELA COMO EN TESELA PREDOMINA EL ESTADO LATIZAL.
[CLAESP. RESTO DE ESPECIES=10%].
LA FCCT. ES TAN ELVADA POR LA CANTIDAD DE MATORRAL DE LA ZONA.
PARCELA PINCHADA JUNTO UN CLARO DE LA TESELA DOMINADO POR LA ZARZA POR LO QUE LA FCC. DIFIERE DE LA PROPUESTA POR LA TESELA.
FCCA. COMPROBADA.
[PIES MAYORES].
PIE 045 A 103G Y 14.4M. NO ENTRA POR DIAMETROS 210-228. DIAMETROS COMPROBADOS.
PIE 024 A 138G NO ENTRA POR DIAMETROS 120-124.
PIE 045 A 13.0M Y 198G NO ENTRA POR DIAMETROS 224-222. DIAMETROS MUY JUSTOS. DIAMETROS COMPROBADOS.
PIE 024 A 8.8M Y 240G MUERTO CAIDO SOBRE EL ARROLLO.
[PIESMAY 017-024].PIE QUE SE HA CAIDO AL SUELO, ESTA TOTALMENTE TUMBADO PERO TODAVIA ESTA VIVO.
PIE 024 A 364G BIFURCADO POR ABAJO A 15.2M NO ENTRA POR DISTANCIA LATERAL.
DISTANCIA COMPROBADA.
PIE 024 A 266G Y 13.6M. NO ENTRA POR DIAMETROS 226-222. DIAMETROS MUY JUSTOS. DIAMETROS COMPROBADOS.
";"98";" 99";4/6/2007 00:00:00;30/12/1899 15:13:46;4/6/2007 00:00:00;30/12/1899 18:29:00;;"102";;;;;;;;;;"T";
"18";"0794";"A";"3C";417017.00;4127032.00;"0";"1984";"k";"0009";"2002";;"2-4 ";"2007";"102";"1";"1";"1";75;30;"1";"1";;;;;;;;;;;;;;;;;;;;225;;5.25;;"1";"2";"2";"PARCELA LOCALIZADA POR FOTOS AEREAS Y REFERENCIAS DEL IFN2.
SE ENCUENTRA REJON TUMBADO Y SE LOCALIZA CENTRO DE PARCELA CON RUMBOS Y DISTANCIAS EA LOS PIES TIPOS.
PARCELA CLASIFICADA COMO A3. POR ESTAR PINCHAZO Y CRUCE DE COORDENADAS EN DISTINTAS TESELAS.
PARCELA PINCHADA AL BORDE DE TESELA EN UN GRAN CLARO DE LA MISMA, JUNTO A UNA REPOBLACION ANTIGUA DE 024.
LA EDAD DE LA MASA 024 SE ESTIMA CON EL CONTEO DE VERTICILOS Y SIGUIENDO LAS INDICACIONES DE LOS HABITANTES DE LA ZONA.
EN LA PARCELA NOS ENCONTRAMOS CON UNA PEQUE—A MANCHA DE 045 EN ESTAO LATIZAL.
HAY GRAN CANTIDAD DE ROCA EN LA PARCELA.
FCCT. COMPROBADA.
POR ESTAR PARCELA PINCHADA EN EL CLARO DE LA MASA, LA FCC. ES TAN REDUCIDA.
FCCA. COMPROBADA.
[PIES MAYORES].
LOS PIES AL ESTAR AL BORDE DE LA MASA HAN TENEIDO UN CRECIMIENTO MUY BRUSCO,POR LO QUE LAS DISTANCIAS VARIAN TANTO DE LAS TOMADAS EN IFN2.
ALTURAS, FORMAS, DISTANCIAS Y CALIDADES DE LOS PIES COMPROBADAS.
REGENERACION:
EN LOS 5M. NO SE OBSERVA REGENERACION, PERO FUERA DE ESTOS HAY DE 045.
MATORRAL:
LA ESPECIE PREDOMINANTE ES EL 0129.
[LOCALIZACI”N ACCESO LEVANTAMIENTO].
PRECISION DEL GPS. 4.8M.";"98";" 99";12/6/2007 00:00:00;30/12/1899 11:53:36;12/6/2007 00:00:00;30/12/1899 12:44:35;;"102";;;;;;;;;;"T";" 9"
"18";"0794";"A";"3E";417000.00;4127000.00;"0";"2002";;"2-4 ";"1984";"k";"0009";"2007";"102";"1";"1";"2";90;70;"1";"1";"5";;;;;;;;;"3";"4";"0";;;"0";"0";;"0";;265;;8.25;;"2";"3";"2";"PARCELA CLASIFICADA COMO A3. POR ESTAR CRUCE Y  PINCHAZO DEL IFN2. EN TESELAS DIFERENTES.
PARCELA PINCHADA EN CRUCE DE COORDENADAS CON ORTOFOTO Y CONFIRMADO CON GPS.
PARCELA PINCHADA AL BORDE DE SU TESELA PERO SIN TOCAR CON LA CONTIGUA EN UNA REPOBLACION DE 024.
AUNQUE ENCONTRAMOS PIES CON CRECIMIENTOS DISPARES, CONSIDERO QUE LA MAS DE 024 ES BASTANTE REGULAR.
AUNQUE LA MASA TIENDA A NATURALIZARSE, EN LA ACTUALIDAD NO CONSIDERO QUE LO ESTE, POR LO QUE LA CLASIFICO COMO BOSQUE DE PLANTACIONES.
LA EDAD DE LA MASA ESTA ESTIMADA POR CONTEO DE VERTICILOS Y SIGUIENDO LAS INDICACIONES DE LOS HABITANTES DE LA ZONA.
NO CONSIDERO QUE LA OCUPACION DEL RESETO DE ESPECIES SEA SIGNIFICATIVA PARA LA PARCELA.
[CLAESP. RESTO DE ESPECIES=0%].
FCCT. COMPROBADA.
PARCELA JUNTO A UN PEQUE—O CLARO.
FCCA. COMPROBADA.

[PIES MAYORES]

FECHA IFN2: 9-10-1995";"98";" 99";12/6/2007 00:00:00;30/12/1899 13:23:08;12/6/2007 00:00:00;30/12/1899 13:32:56;;"102";"25";"285";"10";;41;;;42;;"T";" 9"
"18";"0795";"A";"3C";404998.00;4126023.00;"0";"1984";"k";"0005";"2002";;"1-4 ";"2007";"102";"1";"2";"1";90;15;"1";"2";;;;;;;;;;;;;;;;;;;;120;;12.25;;"1";"1";"3";"PARCELA LOCALIZADA POR FOTOS AEREAS Y REFERENCIAS DEL IFN2.
PARCELA CLASIFICADA COMO A3. POR ESTAR PINCHAZO DEL IFN2. AL BORDE DE TESELA, CON LO QUE LAS OCUPACIONES VARIAN AL ESTAR MAS DEL 50% DE LA MISMA DENTRO DE LA TESELA CONTIGUA.
PARCELA PINCHADA EN UNA MASA HETEROGENEA COMPUESTA PRINCIPALMENTE POR 045 Y 044.
LA MASA DE 045 Y 044 NOS LA ENCONTRAMOS DESDE ESTADO 2 AL 4, CON PREDOMINANCIA DE ESTE ULTIMO.
[CLAESP. RESTO DE ESPECIES=10%, CON PREDOMINANCIA DEL 215.].
LA FCCT. ES ELEVADA POR LA CANTIDAD DE PORTO Y JUNCOS DE LA ZONA.
PARCELA PINCHADA JUNTO A RIVERA POCO ARBOLADA, POR LO QUE LA FCC. DIFIERE ES TAN REDUCIDA.
FCCA. COMPROBADA.
[PIES MAYORES].
[PIESMAY 001-045]. MUY RAMOSO Y TORTUOSO. FORMA COMPROBADA.
[PIESMAY 003-044]. DIAMETROS COMPROBADOS.
[PIESMAY 005-045]. CON UNA DISTANCIA FRONTAL DE 14.8M. Y LATERAL DE 14.98M. Y UNA LECTURA DEL HIPSOMETRO DEL 3.00 PIE ENTRA POR DISTANCIA LATERAL. DISTANCIA COMPROBADA.
ALTURAS, FORMAS Y CALIDADES DE LOS PIES COMPROBADAS.
[ESPECIES PRESENTES].
EN LOS ALRREDEDORES HAY 237.
REGENERACION:
EN LOS 5M. NO SE OBSERVA REGENERACION DE ESPECIES ARBOREAS, PERO FUERA SI HAY DE 044.
MATORRAL:
PREDOMINA EL 0111 Y JUNCOS, TAMBIEN SE OBSERVA 0121, 3101, 0119, 0138.
[LOCALIZACI”N ACCESO LEVANTAMIENTO].
PRECISION DEL GPS. 6.0M.";"98";" 99";7/6/2007 00:00:00;30/12/1899 12:09:14;7/6/2007 00:00:00;30/12/1899 13:41:42;;"102";;;;;;;;;;"T";" 9"
